progress_id,ship_no,process_code,workshop_code,period_date,plan_qty,actual_qty,complete_rate,deviation_rate,delay_days,risk_level,batch_code,quality_pass_qty,rework_qty,source_type,anomaly_flag
P0000197,H2603,AZTP,WSE,2025-02-06,19.46,18.09,0.9296,-0.0704,2,中,批次02-202502,17.97,0.12,衍生模拟,
P0000198,H2603,AZTP,WSF,2025-02-06,18.93,17.77,0.9387,-0.0613,2,中,批次02-202502,17.58,0.19,衍生模拟,
P0000199,H2604,YCL,WSA,2025-02-06,30.6,30.06,0.9824,-0.0176,0,低,批次02-202502,29.33,0.73,衍生模拟,
P0000200,H2604,YCL,WSB,2025-02-06,33.75,33.43,0.9905,-0.0095,0,低,批次02-202502,33,0.43,衍生模拟,
P0000201,H2604,ZZTP,WSC,2025-02-06,24.7,23.64,0.9571,-0.0429,1,低,批次02-202502,23.09,0.55,衍生模拟,
P0000202,H2604,ZZTP,WSD,2025-02-06,25.05,23.9,0.9541,-0.0459,1,低,批次02-202502,23.16,0.74,衍生模拟,
P0000203,H2604,AZTP,WSE,2025-02-06,20.83,21.36,1.0254,0.0254,0,低,批次02-202502,20.62,0.74,衍生模拟,
P0000204,H2604,AZTP,WSF,2025-02-06,20.64,21.1,1.0223,0.0223,0,低,批次02-202502,20.44,0.66,衍生模拟,
P0000205,H2605,YCL,WSA,2025-02-06,39.75,40.08,1.0083,0.0083,0,低,批次03-202502,39.32,0.76,衍生模拟,
P0000206,H2605,YCL,WSB,2025-02-06,29.44,29.69,1.0085,0.0085,0,低,批次03-202502,28.77,0.92,衍生模拟,
P0000207,H2605,ZZTP,WSC,2025-02-06,28.6,28.9,1.0105,0.0105,0,低,批次03-202502,28.48,0.42,衍生模拟,
P0000208,H2605,ZZTP,WSD,2025-02-06,24.76,25.19,1.0174,0.0174,0,低,批次03-202502,24.79,0.4,衍生模拟,
P0000209,H2605,AZTP,WSE,2025-02-06,20.08,18.48,0.9203,-0.0797,2,中,批次03-202502,18.17,0.31,衍生模拟,
P0000210,H2605,AZTP,WSF,2025-02-06,21.55,19.78,0.9179,-0.0821,2,中,批次03-202502,19.12,0.66,衍生模拟,
P0000211,H2606,YCL,WSA,2025-02-06,32.51,32.56,1.0015,0.0015,0,低,批次03-202502,31.8,0.76,衍生模拟,
P0000212,H2606,YCL,WSB,2025-02-06,35.54,35.75,1.0059,0.0059,0,低,批次03-202502,35.15,0.6,衍生模拟,
P0000213,H2606,ZZTP,WSC,2025-02-06,24.41,23.71,0.9713,-0.0287,1,低,批次03-202502,23.01,0.7,衍生模拟,
P0000214,H2606,ZZTP,WSD,2025-02-06,26.44,25.72,0.9728,-0.0272,1,低,批次03-202502,25.2,0.52,衍生模拟,
P0000215,H2606,AZTP,WSE,2025-02-06,20.44,19.94,0.9755,-0.0245,1,低,批次03-202502,19.59,0.35,衍生模拟,
P0000216,H2606,AZTP,WSF,2025-02-06,18.22,17.54,0.9627,-0.0373,1,低,批次03-202502,17.03,0.51,衍生模拟,
P0000217,H2601,YCL,WSA,2025-02-07,32.49,30.65,0.9434,-0.0566,2,中,批次01-202502,29.8,0.85,衍生模拟,
P0000218,H2601,YCL,WSB,2025-02-07,25.52,23.96,0.9389,-0.0611,2,中,批次01-202502,23.72,0.24,衍生模拟,
P0000219,H2601,ZZTP,WSC,2025-02-07,21.15,19.31,0.913,-0.087,2,中,批次01-202502,18.75,0.56,衍生模拟,
P0000220,H2601,ZZTP,WSD,2025-02-07,19.86,18.31,0.922,-0.078,2,中,批次01-202502,17.8,0.51,衍生模拟,
P0000221,H2601,AZTP,WSE,2025-02-07,15.64,15.21,0.9725,-0.0275,1,低,批次01-202502,14.72,0.49,衍生模拟,
P0000222,H2601,AZTP,WSF,2025-02-07,16.14,15.68,0.9715,-0.0285,1,低,批次01-202502,15.47,0.21,衍生模拟,
P0000223,H2602,YCL,WSA,2025-02-07,35.35,31.11,0.8801,-0.1199,3,中,批次01-202502,30.6,0.51,衍生模拟,
P0000224,H2602,YCL,WSB,2025-02-07,32.42,28.53,0.88,-0.12,3,中,批次01-202502,28.27,0.26,衍生模拟,
P0000225,H2602,ZZTP,WSC,2025-02-07,20.03,17.95,0.8962,-0.1038,3,中,批次01-202502,17.82,0.13,衍生模拟,
P0000226,H2602,ZZTP,WSD,2025-02-07,21.29,18.86,0.8859,-0.1141,3,中,批次01-202502,18.5,0.36,衍生模拟,
P0000227,H2602,AZTP,WSE,2025-02-07,20.18,19.7,0.9762,-0.0238,1,低,批次01-202502,19.19,0.51,衍生模拟,
P0000228,H2602,AZTP,WSF,2025-02-07,18.2,17.94,0.9857,-0.0143,0,低,批次01-202502,17.72,0.22,衍生模拟,
P0000229,H2603,YCL,WSA,2025-02-07,34.22,34.99,1.0225,0.0225,0,低,批次02-202502,34.03,0.96,衍生模拟,
P0000230,H2603,YCL,WSB,2025-02-07,29.11,29.84,1.0251,0.0251,0,低,批次02-202502,29.56,0.28,衍生模拟,
P0000231,H2603,ZZTP,WSC,2025-02-07,22.4,21.82,0.9741,-0.0259,1,低,批次02-202502,21.4,0.42,衍生模拟,
P0000232,H2603,ZZTP,WSD,2025-02-07,19.41,18.99,0.9784,-0.0216,1,低,批次02-202502,18.81,0.18,衍生模拟,
P0000233,H2603,AZTP,WSE,2025-02-07,18.86,17.77,0.9422,-0.0578,2,中,批次02-202502,17.62,0.15,衍生模拟,
P0000234,H2603,AZTP,WSF,2025-02-07,15.34,14.41,0.9394,-0.0606,2,中,批次02-202502,14.04,0.37,衍生模拟,
P0000235,H2604,YCL,WSA,2025-02-07,37.16,36.41,0.9798,-0.0202,1,低,批次02-202502,35.29,1.12,衍生模拟,
P0000236,H2604,YCL,WSB,2025-02-07,27.47,27.05,0.9847,-0.0153,0,低,批次02-202502,26.43,0.62,衍生模拟,
P0000237,H2604,ZZTP,WSC,2025-02-07,22.14,20.95,0.9463,-0.0537,2,中,批次02-202502,20.67,0.28,衍生模拟,
P0000238,H2604,ZZTP,WSD,2025-02-07,24.42,23.48,0.9615,-0.0385,1,低,批次02-202502,22.84,0.64,衍生模拟,
P0000239,H2604,AZTP,WSE,2025-02-07,19.28,19.63,1.0182,0.0182,0,低,批次02-202502,19.02,0.61,衍生模拟,
P0000240,H2604,AZTP,WSF,2025-02-07,20.92,21.24,1.0153,0.0153,0,低,批次02-202502,20.7,0.54,衍生模拟,
P0000241,H2605,YCL,WSA,2025-02-07,37.98,38.49,1.0134,0.0134,0,低,批次03-202502,38.14,0.35,衍生模拟,
P0000242,H2605,YCL,WSB,2025-02-07,33.47,33.94,1.014,0.014,0,低,批次03-202502,33.47,0.47,衍生模拟,
P0000243,H2605,ZZTP,WSC,2025-02-07,29.65,30.22,1.0192,0.0192,0,低,批次03-202502,29.77,0.45,衍生模拟,
P0000244,H2605,ZZTP,WSD,2025-02-07,24.37,24.68,1.0127,0.0127,0,低,批次03-202502,23.85,0.83,衍生模拟,
P0000245,H2605,AZTP,WSE,2025-02-07,20.11,18.44,0.917,-0.083,2,中,批次03-202502,18.08,0.36,衍生模拟,
P0000246,H2605,AZTP,WSF,2025-02-07,21.25,19.46,0.9158,-0.0842,2,中,批次03-202502,19.09,0.37,衍生模拟,
P0000247,H2606,YCL,WSA,2025-02-07,33.44,33.3,0.9958,-0.0042,0,低,批次03-202502,32.24,1.06,衍生模拟,
P0000248,H2606,YCL,WSB,2025-02-07,31,30.78,0.9929,-0.0071,0,低,批次03-202502,30.48,0.3,衍生模拟,
P0000249,H2606,ZZTP,WSC,2025-02-07,24.9,24.37,0.9787,-0.0213,1,低,批次03-202502,23.56,0.81,衍生模拟,
P0000250,H2606,ZZTP,WSD,2025-02-07,25.84,25.36,0.9814,-0.0186,0,低,批次03-202502,25.2,0.16,衍生模拟,
P0000251,H2606,AZTP,WSE,2025-02-07,20.4,19.79,0.9701,-0.0299,1,低,批次03-202502,19.42,0.37,衍生模拟,
P0000252,H2606,AZTP,WSF,2025-02-07,21.06,20.5,0.9734,-0.0266,1,低,批次03-202502,20.37,0.13,衍生模拟,
P0000253,H2601,YCL,WSA,2025-02-08,28.52,26.72,0.9369,-0.0631,2,中,批次01-202502,25.98,0.74,衍生模拟,
P0000254,H2601,YCL,WSB,2025-02-08,24.05,22.75,0.9459,-0.0541,2,中,批次01-202502,22.45,0.3,衍生模拟,
P0000255,H2601,ZZTP,WSC,2025-02-08,23.4,21.27,0.909,-0.091,2,中,批次01-202502,20.8,0.47,衍生模拟,
P0000256,H2601,ZZTP,WSD,2025-02-08,21.34,19.37,0.9077,-0.0923,2,中,批次01-202502,19.19,0.18,衍生模拟,
P0000257,H2601,AZTP,WSE,2025-02-08,16.24,15.87,0.9772,-0.0228,1,低,批次01-202502,15.51,0.36,衍生模拟,
P0000258,H2601,AZTP,WSF,2025-02-08,18.08,17.76,0.9823,-0.0177,0,低,批次01-202502,17.66,0.1,衍生模拟,
P0000259,H2602,YCL,WSA,2025-02-08,29.6,26.05,0.8801,-0.1199,3,中,批次01-202502,25.63,0.42,衍生模拟,
P0000260,H2602,YCL,WSB,2025-02-08,30.61,26.94,0.8801,-0.1199,3,中,批次01-202502,26.16,0.78,衍生模拟,
P0000261,H2602,ZZTP,WSC,2025-02-08,25.95,23.17,0.8929,-0.1071,3,中,批次01-202502,22.68,0.49,衍生模拟,
P0000262,H2602,ZZTP,WSD,2025-02-08,20.57,18.58,0.9033,-0.0967,2,中,批次01-202502,18.09,0.49,衍生模拟,
P0000263,H2602,AZTP,WSE,2025-02-08,17.83,17.43,0.9776,-0.0224,1,低,批次01-202502,17.33,0.1,衍生模拟,
P0000264,H2602,AZTP,WSF,2025-02-08,16.75,16.48,0.9839,-0.0161,0,低,批次01-202502,16.35,0.13,衍生模拟,
P0000265,H2603,YCL,WSA,2025-02-08,36.01,36.84,1.023,0.023,0,低,批次02-202502,35.92,0.92,衍生模拟,
P0000266,H2603,YCL,WSB,2025-02-08,26.42,27.21,1.0299,0.0299,0,低,批次02-202502,26.97,0.24,衍生模拟,
P0000267,H2603,ZZTP,WSC,2025-02-08,25.07,24.42,0.9741,-0.0259,1,低,批次02-202502,23.8,0.62,衍生模拟,
P0000268,H2603,ZZTP,WSD,2025-02-08,21.5,20.74,0.9647,-0.0353,1,低,批次02-202502,20.12,0.62,衍生模拟,
P0000269,H2603,AZTP,WSE,2025-02-08,20.88,19.67,0.942,-0.058,2,中,批次02-202502,19.02,0.65,衍生模拟,
P0000270,H2603,AZTP,WSF,2025-02-08,17.69,16.69,0.9435,-0.0565,2,中,批次02-202502,16.17,0.52,衍生模拟,
P0000271,H2604,YCL,WSA,2025-02-08,33.52,33.11,0.9878,-0.0122,0,低,批次02-202502,32.49,0.62,衍生模拟,
P0000272,H2604,YCL,WSB,2025-02-08,36,35.17,0.9769,-0.0231,1,低,批次02-202502,34.09,1.08,衍生模拟,
P0000273,H2604,ZZTP,WSC,2025-02-08,27.72,26.52,0.9567,-0.0433,1,低,批次02-202502,25.7,0.82,衍生模拟,
P0000274,H2604,ZZTP,WSD,2025-02-08,26.42,25.18,0.9531,-0.0469,1,低,批次02-202502,24.46,0.72,衍生模拟,
P0000275,H2604,AZTP,WSE,2025-02-08,19.06,19.52,1.0241,0.0241,0,低,批次02-202502,19.12,0.4,衍生模拟,
P0000276,H2604,AZTP,WSF,2025-02-08,20.77,20.98,1.0101,0.0101,0,低,批次02-202502,20.44,0.54,衍生模拟,
P0000277,H2605,YCL,WSA,2025-02-08,33.76,34.26,1.0148,0.0148,0,低,批次03-202502,33.54,0.72,衍生模拟,
P0000278,H2605,YCL,WSB,2025-02-08,34.64,34.87,1.0066,0.0066,0,低,批次03-202502,34.41,0.46,衍生模拟,
P0000279,H2605,ZZTP,WSC,2025-02-08,27.21,27.39,1.0066,0.0066,0,低,批次03-202502,26.65,0.74,衍生模拟,
P0000280,H2605,ZZTP,WSD,2025-02-08,21.17,21.56,1.0184,0.0184,0,低,批次03-202502,21.26,0.3,衍生模拟,
P0000281,H2605,AZTP,WSE,2025-02-08,21.88,20.13,0.92,-0.08,2,中,批次03-202502,19.78,0.35,衍生模拟,
P0000282,H2605,AZTP,WSF,2025-02-08,17.33,15.77,0.91,-0.09,2,中,批次03-202502,15.41,0.36,衍生模拟,
P0000283,H2606,YCL,WSA,2025-02-08,38.96,38.84,0.9969,-0.0031,0,低,批次03-202502,38.04,0.8,衍生模拟,
P0000284,H2606,YCL,WSB,2025-02-08,36.56,36.31,0.9932,-0.0068,0,低,批次03-202502,35.95,0.36,衍生模拟,
P0000285,H2606,ZZTP,WSC,2025-02-08,29.54,28.85,0.9766,-0.0234,1,低,批次03-202502,28.63,0.22,衍生模拟,
P0000286,H2606,ZZTP,WSD,2025-02-08,25.46,24.69,0.9698,-0.0302,1,低,批次03-202502,24.35,0.34,衍生模拟,
P0000287,H2606,AZTP,WSE,2025-02-08,20.06,19.66,0.9801,-0.0199,0,低,批次03-202502,19.43,0.23,衍生模拟,
P0000288,H2606,AZTP,WSF,2025-02-08,19.92,19.46,0.9769,-0.0231,1,低,批次03-202502,18.79,0.67,衍生模拟,
P0000289,H2601,YCL,WSA,2025-02-09,30.09,28.34,0.9418,-0.0582,2,中,批次01-202502,27.38,0.96,衍生模拟,
P0000290,H2601,YCL,WSB,2025-02-09,24.05,22.78,0.9472,-0.0528,2,中,批次01-202502,22.49,0.29,衍生模拟,
P0000291,H2601,ZZTP,WSC,2025-02-09,19.21,17.5,0.911,-0.089,2,中,批次01-202502,17.39,0.11,衍生模拟,
P0000292,H2601,ZZTP,WSD,2025-02-09,21.72,20.01,0.9213,-0.0787,2,中,批次01-202502,19.57,0.44,衍生模拟,
P0000293,H2601,AZTP,WSE,2025-02-09,19.71,19.43,0.9858,-0.0142,0,低,批次01-202502,18.9,0.53,衍生模拟,
P0000294,H2601,AZTP,WSF,2025-02-09,16.53,16.12,0.9752,-0.0248,1,低,批次01-202502,15.66,0.46,衍生模拟,
P0000295,H2602,YCL,WSA,2025-02-09,31.47,27.69,0.8799,-0.1201,3,中,批次01-202502,27.06,0.63,衍生模拟,
P0000296,H2602,YCL,WSB,2025-02-09,32.72,28.79,0.8799,-0.1201,3,中,批次01-202502,27.86,0.93,衍生模拟,
P0000297,H2602,ZZTP,WSC,2025-02-09,21.68,19.24,0.8875,-0.1125,3,中,批次01-202502,18.61,0.63,衍生模拟,
P0000298,H2602,ZZTP,WSD,2025-02-09,21.99,19.86,0.9031,-0.0969,2,中,批次01-202502,19.58,0.28,衍生模拟,
P0000299,H2602,AZTP,WSE,2025-02-09,21.02,20.46,0.9734,-0.0266,1,低,批次01-202502,20.04,0.42,衍生模拟,
P0000300,H2602,AZTP,WSF,2025-02-09,17.85,17.52,0.9815,-0.0185,0,低,批次01-202502,17.2,0.32,衍生模拟,
P0000301,H2603,YCL,WSA,2025-02-09,28.5,29.1,1.0211,0.0211,0,低,批次02-202502,28.77,0.33,衍生模拟,
P0000302,H2603,YCL,WSB,2025-02-09,32.81,33.79,1.0299,0.0299,0,低,批次02-202502,32.69,1.1,衍生模拟,
P0000303,H2603,ZZTP,WSC,2025-02-09,26.78,26.12,0.9754,-0.0246,1,低,批次02-202502,25.48,0.64,衍生模拟,
P0000304,H2603,ZZTP,WSD,2025-02-09,20.28,19.71,0.9719,-0.0281,1,低,批次02-202502,19.28,0.43,衍生模拟,
P0000305,H2603,AZTP,WSE,2025-02-09,21.16,19.74,0.9329,-0.0671,2,中,批次02-202502,19.51,0.23,衍生模拟,
P0000306,H2603,AZTP,WSF,2025-02-09,18.93,17.73,0.9366,-0.0634,2,中,批次02-202502,17.52,0.21,衍生模拟,
P0000307,H2604,YCL,WSA,2025-02-09,32.64,32.27,0.9887,-0.0113,0,低,批次02-202502,31.55,0.72,衍生模拟,
P0000308,H2604,YCL,WSB,2025-02-09,32.41,32.08,0.9898,-0.0102,0,低,批次02-202502,31.53,0.55,衍生模拟,
P0000309,H2604,ZZTP,WSC,2025-02-09,23.25,21.98,0.9454,-0.0546,2,中,批次02-202502,21.32,0.66,衍生模拟,
P0000310,H2604,ZZTP,WSD,2025-02-09,23.63,22.5,0.9522,-0.0478,1,低,批次02-202502,22.29,0.21,衍生模拟,
P0000311,H2604,AZTP,WSE,2025-02-09,19.33,19.7,1.0191,0.0191,0,低,批次02-202502,19.24,0.46,衍生模拟,
P0000312,H2604,AZTP,WSF,2025-02-09,17.82,18.05,1.0129,0.0129,0,低,批次02-202502,17.49,0.56,衍生模拟,
P0000313,H2605,YCL,WSA,2025-02-09,32.37,32.59,1.0068,0.0068,0,低,批次03-202502,31.72,0.87,衍生模拟,
P0000314,H2605,YCL,WSB,2025-02-09,36.82,36.95,1.0035,0.0035,0,低,批次03-202502,36.23,0.72,衍生模拟,
P0000315,H2605,ZZTP,WSC,2025-02-09,25.21,25.67,1.0182,0.0182,0,低,批次03-202502,25.24,0.43,衍生模拟,
P0000316,H2605,ZZTP,WSD,2025-02-09,23.49,23.56,1.003,0.003,0,低,批次03-202502,22.99,0.57,衍生模拟,
P0000317,H2605,AZTP,WSE,2025-02-09,21.03,19.22,0.9139,-0.0861,2,中,批次03-202502,18.96,0.26,衍生模拟,
P0000318,H2605,AZTP,WSF,2025-02-09,20.14,18.28,0.9076,-0.0924,2,中,批次03-202502,18.09,0.19,衍生模拟,
P0000319,H2606,YCL,WSA,2025-02-09,39.17,39.56,1.01,0.01,0,低,批次03-202502,38.56,1,衍生模拟,
P0000320,H2606,YCL,WSB,2025-02-09,38.65,38.42,0.994,-0.006,0,低,批次03-202502,37.28,1.14,衍生模拟,
P0000321,H2606,ZZTP,WSC,2025-02-09,28.06,27.18,0.9686,-0.0314,1,低,批次03-202502,26.9,0.28,衍生模拟,
P0000322,H2606,ZZTP,WSD,2025-02-09,22.16,21.74,0.981,-0.019,0,低,批次03-202502,21.07,0.67,衍生模拟,
P0000323,H2606,AZTP,WSE,2025-02-09,20.69,20.23,0.9778,-0.0222,1,低,批次03-202502,20.09,0.14,衍生模拟,
P0000324,H2606,AZTP,WSF,2025-02-09,19.25,18.55,0.9636,-0.0364,1,低,批次03-202502,18.01,0.54,衍生模拟,
P0000325,H2601,YCL,WSA,2025-02-10,26.76,25.16,0.9402,-0.0598,2,中,批次01-202502,24.63,0.53,衍生模拟,
P0000326,H2601,YCL,WSB,2025-02-10,29.4,27.83,0.9466,-0.0534,2,中,批次01-202502,27.39,0.44,衍生模拟,
P0000327,H2601,ZZTP,WSC,2025-02-10,21.59,19.86,0.9199,-0.0801,2,中,批次01-202502,19.47,0.39,衍生模拟,
P0000328,H2601,ZZTP,WSD,2025-02-10,18.7,17.18,0.9187,-0.0813,2,中,批次01-202502,16.7,0.48,衍生模拟,
P0000329,H2601,AZTP,WSE,2025-02-10,19.77,19.19,0.9707,-0.0293,1,低,批次01-202502,18.95,0.24,衍生模拟,
P0000330,H2601,AZTP,WSF,2025-02-10,16.26,16.03,0.9859,-0.0141,0,低,批次01-202502,15.55,0.48,衍生模拟,
P0000331,H2602,YCL,WSA,2025-02-10,28.56,25.13,0.8799,-0.1201,3,中,批次01-202502,24.64,0.49,衍生模拟,
P0000332,H2602,YCL,WSB,2025-02-10,30.34,26.7,0.88,-0.12,3,中,批次01-202502,26.19,0.51,衍生模拟,
P0000333,H2602,ZZTP,WSC,2025-02-10,20.9,18.64,0.8919,-0.1081,3,中,批次01-202502,18.27,0.37,衍生模拟,
P0000334,H2602,ZZTP,WSD,2025-02-10,20.47,18.13,0.8857,-0.1143,3,中,批次01-202502,17.82,0.31,衍生模拟,
P0000335,H2602,AZTP,WSE,2025-02-10,20.93,20.49,0.979,-0.021,1,低,批次01-202502,19.82,0.67,衍生模拟,
P0000336,H2602,AZTP,WSF,2025-02-10,15.21,15.02,0.9875,-0.0125,0,低,批次01-202502,14.85,0.17,衍生模拟,
P0000337,H2603,YCL,WSA,2025-02-10,35.71,36.53,1.023,0.023,0,低,批次02-202502,35.33,1.2,衍生模拟,
P0000338,H2603,YCL,WSB,2025-02-10,32.77,33.35,1.0177,0.0177,0,低,批次02-202502,32.79,0.56,衍生模拟,
P0000339,H2603,ZZTP,WSC,2025-02-10,23.69,23.22,0.9802,-0.0198,0,低,批次02-202502,23.09,0.13,衍生模拟,
P0000340,H2603,ZZTP,WSD,2025-02-10,23.88,23.4,0.9799,-0.0201,1,低,批次02-202502,22.75,0.65,衍生模拟,
P0000341,H2603,AZTP,WSE,2025-02-10,19.64,18.59,0.9465,-0.0535,2,中,批次02-202502,18.35,0.24,衍生模拟,
P0000342,H2603,AZTP,WSF,2025-02-10,19.6,18.39,0.9383,-0.0617,2,中,批次02-202502,17.99,0.4,衍生模拟,
P0000343,H2604,YCL,WSA,2025-02-10,38.86,38.3,0.9856,-0.0144,0,低,批次02-202502,37.46,0.84,衍生模拟,
P0000344,H2604,YCL,WSB,2025-02-10,28.86,28.42,0.9848,-0.0152,0,低,批次02-202502,28.25,0.17,衍生模拟,
P0000345,H2604,ZZTP,WSC,2025-02-10,26.22,25.01,0.9539,-0.0461,1,低,批次02-202502,24.3,0.71,衍生模拟,
P0000346,H2604,ZZTP,WSD,2025-02-10,20.49,19.51,0.9522,-0.0478,1,低,批次02-202502,18.93,0.58,衍生模拟,
P0000347,H2604,AZTP,WSE,2025-02-10,20.16,20.54,1.0188,0.0188,0,低,批次02-202502,20.32,0.22,衍生模拟,
P0000348,H2604,AZTP,WSF,2025-02-10,20.41,20.73,1.0157,0.0157,0,低,批次02-202502,20.46,0.27,衍生模拟,
P0000349,H2605,YCL,WSA,2025-02-10,40.65,40.95,1.0074,0.0074,0,低,批次03-202502,40.5,0.45,衍生模拟,
P0000350,H2605,YCL,WSB,2025-02-10,28.72,29.19,1.0164,0.0164,0,低,批次03-202502,28.69,0.5,衍生模拟,
P0000351,H2605,ZZTP,WSC,2025-02-10,28.72,28.97,1.0087,0.0087,0,低,批次03-202502,28.47,0.5,衍生模拟,
P0000352,H2605,ZZTP,WSD,2025-02-10,21.93,22.36,1.0196,0.0196,0,低,批次03-202502,21.63,0.73,衍生模拟,
P0000353,H2605,AZTP,WSE,2025-02-10,20.84,18.84,0.904,-0.096,2,中,批次03-202502,18.28,0.56,衍生模拟,
P0000354,H2605,AZTP,WSF,2025-02-10,19.22,17.53,0.9121,-0.0879,2,中,批次03-202502,17.22,0.31,衍生模拟,
P0000355,H2606,YCL,WSA,2025-02-10,41.76,41.51,0.994,-0.006,0,低,批次03-202502,40.41,1.1,衍生模拟,
P0000356,H2606,YCL,WSB,2025-02-10,36.15,36.12,0.9992,-0.0008,0,低,批次03-202502,35.43,0.69,衍生模拟,
P0000357,H2606,ZZTP,WSC,2025-02-10,24.63,23.83,0.9675,-0.0325,1,低,批次03-202502,23.53,0.3,衍生模拟,
P0000358,H2606,ZZTP,WSD,2025-02-10,28.04,27.5,0.9807,-0.0193,0,低,批次03-202502,27.24,0.26,衍生模拟,
P0000359,H2606,AZTP,WSE,2025-02-10,21.45,20.69,0.9646,-0.0354,1,低,批次03-202502,20.42,0.27,衍生模拟,
P0000360,H2606,AZTP,WSF,2025-02-10,21.84,21.21,0.9712,-0.0288,1,低,批次03-202502,20.64,0.57,衍生模拟,
P0000361,H2601,YCL,WSA,2025-02-11,30.38,28.44,0.9361,-0.0639,2,中,批次01-202502,28.2,0.24,衍生模拟,
P0000362,H2601,YCL,WSB,2025-02-11,24.31,23.16,0.9527,-0.0473,1,低,批次01-202502,22.41,0.75,衍生模拟,
P0000363,H2601,ZZTP,WSC,2025-02-11,22.46,20.72,0.9225,-0.0775,2,中,批次01-202502,20.15,0.57,衍生模拟,
P0000364,H2601,ZZTP,WSD,2025-02-11,19.15,17.55,0.9164,-0.0836,2,中,批次01-202502,17.2,0.35,衍生模拟,
P0000365,H2601,AZTP,WSE,2025-02-11,17.61,17.33,0.9841,-0.0159,0,低,批次01-202502,16.94,0.39,衍生模拟,
P0000366,H2601,AZTP,WSF,2025-02-11,17.09,16.71,0.9778,-0.0222,1,低,批次01-202502,16.51,0.2,衍生模拟,
P0000367,H2602,YCL,WSA,2025-02-11,33,29.04,0.88,-0.12,3,中,批次01-202502,28.33,0.71,衍生模拟,
P0000368,H2602,YCL,WSB,2025-02-11,32.87,28.92,0.8798,-0.1202,3,中,批次01-202502,27.96,0.96,衍生模拟,
P0000369,H2602,ZZTP,WSC,2025-02-11,21.29,18.85,0.8854,-0.1146,3,中,批次01-202502,18.69,0.16,衍生模拟,
P0000370,H2602,ZZTP,WSD,2025-02-11,19.12,16.95,0.8865,-0.1135,3,中,批次01-202502,16.63,0.32,衍生模拟,
P0000371,H2602,AZTP,WSE,2025-02-11,16.8,16.53,0.9839,-0.0161,0,低,批次01-202502,15.96,0.57,衍生模拟,
P0000372,H2602,AZTP,WSF,2025-02-11,17.18,16.88,0.9825,-0.0175,0,低,批次01-202502,16.39,0.49,衍生模拟,
P0000373,H2603,YCL,WSA,2025-02-11,31.56,32.33,1.0244,0.0244,0,低,批次02-202502,31.6,0.73,衍生模拟,
P0000374,H2603,YCL,WSB,2025-02-11,33.38,34.24,1.0258,0.0258,0,低,批次02-202502,33.32,0.92,衍生模拟,
P0000375,H2603,ZZTP,WSC,2025-02-11,22.74,22.19,0.9758,-0.0242,1,低,批次02-202502,21.64,0.55,衍生模拟,
P0000376,H2603,ZZTP,WSD,2025-02-11,25.56,24.86,0.9726,-0.0274,1,低,批次02-202502,24.05,0.81,衍生模拟,
P0000377,H2603,AZTP,WSE,2025-02-11,17.53,16.5,0.9412,-0.0588,2,中,批次02-202502,16.26,0.24,衍生模拟,
P0000378,H2603,AZTP,WSF,2025-02-11,17.83,16.86,0.9456,-0.0544,2,中,批次02-202502,16.39,0.47,衍生模拟,
P0000379,H2604,YCL,WSA,2025-02-11,32.61,32.01,0.9816,-0.0184,0,低,批次02-202502,30.98,1.03,衍生模拟,
P0000380,H2604,YCL,WSB,2025-02-11,30.66,29.91,0.9755,-0.0245,1,低,批次02-202502,29.52,0.39,衍生模拟,
P0000381,H2604,ZZTP,WSC,2025-02-11,26.72,25.27,0.9457,-0.0543,2,中,批次02-202502,25.02,0.25,衍生模拟,
P0000382,H2604,ZZTP,WSD,2025-02-11,25.9,24.8,0.9575,-0.0425,1,低,批次02-202502,24.22,0.58,衍生模拟,
P0000383,H2604,AZTP,WSE,2025-02-11,22.42,22.61,1.0085,0.0085,0,低,批次02-202502,22.16,0.45,衍生模拟,
P0000384,H2604,AZTP,WSF,2025-02-11,20.52,21.01,1.0239,0.0239,0,低,批次02-202502,20.48,0.53,衍生模拟,
P0000385,H2605,YCL,WSA,2025-02-11,38.34,38.51,1.0044,0.0044,0,低,批次03-202502,37.37,1.14,衍生模拟,
P0000386,H2605,YCL,WSB,2025-02-11,29.58,29.55,0.999,-0.001,0,低,批次03-202502,29.23,0.32,衍生模拟,
P0000387,H2605,ZZTP,WSC,2025-02-11,27.32,27.88,1.0205,0.0205,0,低,批次03-202502,27.71,0.17,衍生模拟,
P0000388,H2605,ZZTP,WSD,2025-02-11,26.74,26.94,1.0075,0.0075,0,低,批次03-202502,26.74,0.2,衍生模拟,
P0000389,H2605,AZTP,WSE,2025-02-11,18.77,17.14,0.9132,-0.0868,2,中,批次03-202502,16.62,0.52,衍生模拟,
P0000390,H2605,AZTP,WSF,2025-02-11,17.23,15.68,0.91,-0.09,2,中,批次03-202502,15.47,0.21,衍生模拟,
P0000391,H2606,YCL,WSA,2025-02-11,38.03,37.9,0.9966,-0.0034,0,低,批次03-202502,36.98,0.92,衍生模拟,
P0000392,H2606,YCL,WSB,2025-02-11,30.76,30.61,0.9951,-0.0049,0,低,批次03-202502,29.6,1.01,衍生模拟,
P0000393,H2606,ZZTP,WSC,2025-02-11,23.87,23.3,0.9761,-0.0239,1,低,批次03-202502,22.93,0.37,衍生模拟,
